TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;06061020104;06;061;201.04;2
TRACT;06061020105;06;061;201.05;2
TRACT;06061020106;06;061;201.06;2
TRACT;06061020107;06;061;201.07;2
TRACT;06061020200;06;061;202.00;1,2
TRACT;06061020300;06;061;203.00;1
TRACT;06061020401;06;061;204.01;1
TRACT;06061020402;06;061;204.02;1
TRACT;06061020501;06;061;205.01;1
TRACT;06061020502;06;061;205.02;1
TRACT;06061020601;06;061;206.01;1
TRACT;06061020604;06;061;206.04;1
TRACT;06061020605;06;061;206.05;1
TRACT;06061020606;06;061;206.06;1
TRACT;06061020607;06;061;206.07;1
TRACT;06061020608;06;061;206.08;1
TRACT;06061020710;06;061;207.10;1
TRACT;06061020711;06;061;207.11;1
TRACT;06061020712;06;061;207.12;1
TRACT;06061020713;06;061;207.13;1
TRACT;06061020714;06;061;207.14;1
TRACT;06061020715;06;061;207.15;1
TRACT;06061020717;06;061;207.17;1
TRACT;06061020805;06;061;208.05;1
TRACT;06061020806;06;061;208.06;1
TRACT;06061020901;06;061;209.01;1
TRACT;06061020908;06;061;209.08;1
TRACT;06061021003;06;061;210.03;1
TRACT;06061021034;06;061;210.34;1
TRACT;06061021037;06;061;210.37;1
TRACT;06061021038;06;061;210.38;1
TRACT;06061021039;06;061;210.39;1
TRACT;06061021040;06;061;210.40;1
TRACT;06061021043;06;061;210.43;1
TRACT;06061021044;06;061;210.44;1
TRACT;06061021045;06;061;210.45;1
TRACT;06061021046;06;061;210.46;1
TRACT;06061021047;06;061;210.47;1
TRACT;06061021048;06;061;210.48;1
TRACT;06061021103;06;061;211.03;1
TRACT;06061021106;06;061;211.06;1
TRACT;06061021108;06;061;211.08;1
TRACT;06061021109;06;061;211.09;1
TRACT;06061021122;06;061;211.22;1
TRACT;06061021123;06;061;211.23;1
TRACT;06061021128;06;061;211.28;1
TRACT;06061021129;06;061;211.29;1
TRACT;06061021130;06;061;211.30;1
TRACT;06061021131;06;061;211.31;1
TRACT;06061021203;06;061;212.03;1
TRACT;06061021204;06;061;212.04;1
TRACT;06061021304;06;061;213.04;1
TRACT;06061021323;06;061;213.23;1
TRACT;06061021324;06;061;213.24;1
TRACT;06061021325;06;061;213.25;1
TRACT;06061021326;06;061;213.26;1
TRACT;06061021327;06;061;213.27;1
TRACT;06061021328;06;061;213.28;1
TRACT;06061021401;06;061;214.01;1
TRACT;06061021403;06;061;214.03;1
TRACT;06061021501;06;061;215.01;1
TRACT;06061021502;06;061;215.02;1
TRACT;06061021603;06;061;216.03;1
TRACT;06061021604;06;061;216.04;1
TRACT;06061021801;06;061;218.01;1
TRACT;06061021802;06;061;218.02;1
TRACT;06061021901;06;061;219.01;1
TRACT;06061021902;06;061;219.02;1
TRACT;06061022002;06;061;220.02;1
TRACT;06061022011;06;061;220.11;2
TRACT;06061022013;06;061;220.13;1,2
TRACT;06061022014;06;061;220.14;2
TRACT;06061022100;06;061;221.00;2
TRACT;06061022200;06;061;222.00;2
TRACT;06061022300;06;061;223.00;2
TRACT;06061022400;06;061;224.00;1
TRACT;06061022500;06;061;225.00;1
TRACT;06061022600;06;061;226.00;1
TRACT;06061022800;06;061;228.00;1
TRACT;06061022900;06;061;229.00;1
TRACT;06061023000;06;061;230.00;1
TRACT;06061023100;06;061;231.00;1
TRACT;06061023200;06;061;232.00;1
TRACT;06061023300;06;061;233.00;1
TRACT;06061023400;06;061;234.00;1
TRACT;06061023501;06;061;235.01;1
TRACT;06061023502;06;061;235.02;1
TRACT;06061023600;06;061;236.00;1
TRACT;06061023700;06;061;237.00;1
TRACT;06061023800;06;061;238.00;1
TRACT;06061023900;06;061;239.00;1
TRACT;06061990000;06;061;9900.00;2
