TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;06085500100;06;085;5001.00;1
TRACT;06085500200;06;085;5002.00;1
TRACT;06085500300;06;085;5003.00;1
TRACT;06085500400;06;085;5004.00;1
TRACT;06085500500;06;085;5005.00;1
TRACT;06085500600;06;085;5006.00;1
TRACT;06085500800;06;085;5008.00;1
TRACT;06085500901;06;085;5009.01;1
TRACT;06085500902;06;085;5009.02;1
TRACT;06085501000;06;085;5010.00;1
TRACT;06085501101;06;085;5011.01;1
TRACT;06085501102;06;085;5011.02;1
TRACT;06085501200;06;085;5012.00;1
TRACT;06085501300;06;085;5013.00;1
TRACT;06085501401;06;085;5014.01;1
TRACT;06085501402;06;085;5014.02;1
TRACT;06085501501;06;085;5015.01;1
TRACT;06085501502;06;085;5015.02;1
TRACT;06085501601;06;085;5016.01;1
TRACT;06085501602;06;085;5016.02;1
TRACT;06085501700;06;085;5017.00;1
TRACT;06085501800;06;085;5018.00;1
TRACT;06085501901;06;085;5019.01;1
TRACT;06085501902;06;085;5019.02;1
TRACT;06085502001;06;085;5020.01;1
TRACT;06085502002;06;085;5020.02;1
TRACT;06085502101;06;085;5021.01;1
TRACT;06085502103;06;085;5021.03;1
TRACT;06085502104;06;085;5021.04;1
TRACT;06085502202;06;085;5022.02;1
TRACT;06085502203;06;085;5022.03;1
TRACT;06085502204;06;085;5022.04;1
TRACT;06085502301;06;085;5023.01;1
TRACT;06085502302;06;085;5023.02;1
TRACT;06085502400;06;085;5024.00;1
TRACT;06085502500;06;085;5025.00;1
TRACT;06085502601;06;085;5026.01;1
TRACT;06085502603;06;085;5026.03;1
TRACT;06085502604;06;085;5026.04;1
TRACT;06085502701;06;085;5027.01;1
TRACT;06085502703;06;085;5027.03;1
TRACT;06085502704;06;085;5027.04;1
TRACT;06085502800;06;085;5028.00;1
TRACT;06085502901;06;085;5029.01;1
TRACT;06085502902;06;085;5029.02;1
TRACT;06085502903;06;085;5029.03;1
TRACT;06085502906;06;085;5029.06;1
TRACT;06085502907;06;085;5029.07;1
TRACT;06085502908;06;085;5029.08;1
TRACT;06085502909;06;085;5029.09;1
TRACT;06085502910;06;085;5029.10;1
TRACT;06085503001;06;085;5030.01;1
TRACT;06085503002;06;085;5030.02;1
TRACT;06085503003;06;085;5030.03;1
TRACT;06085503105;06;085;5031.05;1
TRACT;06085503110;06;085;5031.10;1
TRACT;06085503111;06;085;5031.11;1
TRACT;06085503112;06;085;5031.12;1
TRACT;06085503113;06;085;5031.13;1
TRACT;06085503116;06;085;5031.16;1
TRACT;06085503117;06;085;5031.17;1
TRACT;06085503118;06;085;5031.18;1
TRACT;06085503121;06;085;5031.21;1
TRACT;06085503122;06;085;5031.22;1
TRACT;06085503123;06;085;5031.23;1
TRACT;06085503124;06;085;5031.24;1
TRACT;06085503125;06;085;5031.25;1
TRACT;06085503126;06;085;5031.26;1
TRACT;06085503127;06;085;5031.27;1
TRACT;06085503207;06;085;5032.07;1
TRACT;06085503208;06;085;5032.08;1
TRACT;06085503210;06;085;5032.10;1
TRACT;06085503211;06;085;5032.11;1
TRACT;06085503212;06;085;5032.12;1
TRACT;06085503213;06;085;5032.13;1
TRACT;06085503217;06;085;5032.17;1
TRACT;06085503218;06;085;5032.18;1
TRACT;06085503219;06;085;5032.19;1
TRACT;06085503220;06;085;5032.20;1
TRACT;06085503221;06;085;5032.21;1
TRACT;06085503222;06;085;5032.22;1
TRACT;06085503304;06;085;5033.04;1
TRACT;06085503305;06;085;5033.05;1
TRACT;06085503306;06;085;5033.06;1
TRACT;06085503312;06;085;5033.12;1
TRACT;06085503313;06;085;5033.13;1
TRACT;06085503315;06;085;5033.15;1
TRACT;06085503321;06;085;5033.21;1
TRACT;06085503322;06;085;5033.22;1
TRACT;06085503323;06;085;5033.23;1
TRACT;06085503324;06;085;5033.24;1
TRACT;06085503325;06;085;5033.25;1
TRACT;06085503326;06;085;5033.26;1
TRACT;06085503327;06;085;5033.27;1
TRACT;06085503329;06;085;5033.29;1
TRACT;06085503330;06;085;5033.30;1
TRACT;06085503331;06;085;5033.31;1
TRACT;06085503332;06;085;5033.32;1
TRACT;06085503333;06;085;5033.33;1
TRACT;06085503336;06;085;5033.36;1
TRACT;06085503337;06;085;5033.37;1
TRACT;06085503338;06;085;5033.38;1
TRACT;06085503339;06;085;5033.39;1
TRACT;06085503401;06;085;5034.01;1
TRACT;06085503402;06;085;5034.02;1
TRACT;06085503504;06;085;5035.04;1
TRACT;06085503506;06;085;5035.06;1
TRACT;06085503507;06;085;5035.07;1
TRACT;06085503508;06;085;5035.08;1
TRACT;06085503509;06;085;5035.09;1
TRACT;06085503510;06;085;5035.10;1
TRACT;06085503511;06;085;5035.11;1
TRACT;06085503601;06;085;5036.01;1
TRACT;06085503602;06;085;5036.02;1
TRACT;06085503703;06;085;5037.03;1
TRACT;06085503707;06;085;5037.07;1
TRACT;06085503708;06;085;5037.08;1
TRACT;06085503709;06;085;5037.09;1
TRACT;06085503710;06;085;5037.10;1
TRACT;06085503711;06;085;5037.11;1
TRACT;06085503712;06;085;5037.12;1
TRACT;06085503713;06;085;5037.13;1
TRACT;06085503802;06;085;5038.02;1
TRACT;06085503803;06;085;5038.03;1
TRACT;06085503804;06;085;5038.04;1
TRACT;06085503902;06;085;5039.02;1
TRACT;06085503903;06;085;5039.03;1
TRACT;06085504001;06;085;5040.01;1
TRACT;06085504002;06;085;5040.02;1
TRACT;06085504101;06;085;5041.01;1
TRACT;06085504102;06;085;5041.02;1
TRACT;06085504201;06;085;5042.01;1
TRACT;06085504202;06;085;5042.02;1
TRACT;06085504307;06;085;5043.07;1
TRACT;06085504308;06;085;5043.08;1
TRACT;06085504311;06;085;5043.11;1
TRACT;06085504314;06;085;5043.14;1
TRACT;06085504315;06;085;5043.15;1
TRACT;06085504316;06;085;5043.16;1
TRACT;06085504317;06;085;5043.17;1
TRACT;06085504318;06;085;5043.18;1
TRACT;06085504319;06;085;5043.19;1
TRACT;06085504320;06;085;5043.20;1
TRACT;06085504321;06;085;5043.21;1
TRACT;06085504322;06;085;5043.22;1
TRACT;06085504323;06;085;5043.23;1
TRACT;06085504410;06;085;5044.10;1
TRACT;06085504411;06;085;5044.11;1
TRACT;06085504412;06;085;5044.12;1
TRACT;06085504413;06;085;5044.13;1
TRACT;06085504414;06;085;5044.14;1
TRACT;06085504415;06;085;5044.15;1
TRACT;06085504416;06;085;5044.16;1
TRACT;06085504418;06;085;5044.18;1
TRACT;06085504421;06;085;5044.21;1
TRACT;06085504422;06;085;5044.22;1
TRACT;06085504423;06;085;5044.23;1
