TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;06095250103;06;095;2501.03;1
TRACT;06095250104;06;095;2501.04;1
TRACT;06095250105;06;095;2501.05;1
TRACT;06095250106;06;095;2501.06;1
TRACT;06095250200;06;095;2502.00;1
TRACT;06095250300;06;095;2503.00;1
TRACT;06095250400;06;095;2504.00;1
TRACT;06095250501;06;095;2505.01;1
TRACT;06095250502;06;095;2505.02;1
TRACT;06095250601;06;095;2506.01;1
TRACT;06095250604;06;095;2506.04;1
TRACT;06095250605;06;095;2506.05;1
TRACT;06095250701;06;095;2507.01;1
TRACT;06095250801;06;095;2508.01;1
TRACT;06095250900;06;095;2509.00;1
TRACT;06095251000;06;095;2510.00;1
TRACT;06095251100;06;095;2511.00;1
TRACT;06095251200;06;095;2512.00;1
TRACT;06095251300;06;095;2513.00;1
TRACT;06095251400;06;095;2514.00;1
TRACT;06095251500;06;095;2515.00;1
TRACT;06095251600;06;095;2516.00;1
TRACT;06095251701;06;095;2517.01;1
TRACT;06095251702;06;095;2517.02;1
TRACT;06095251802;06;095;2518.02;1
TRACT;06095251803;06;095;2518.03;1
TRACT;06095251804;06;095;2518.04;1
TRACT;06095251901;06;095;2519.01;1
TRACT;06095251902;06;095;2519.02;1
TRACT;06095251903;06;095;2519.03;1
TRACT;06095252000;06;095;2520.00;1
TRACT;06095252102;06;095;2521.02;1
TRACT;06095252103;06;095;2521.03;1
TRACT;06095252104;06;095;2521.04;1
TRACT;06095252105;06;095;2521.05;1
TRACT;06095252106;06;095;2521.06;1
TRACT;06095252107;06;095;2521.07;1
TRACT;06095252108;06;095;2521.08;1
TRACT;06095252203;06;095;2522.03;1
TRACT;06095252204;06;095;2522.04;1
TRACT;06095252205;06;095;2522.05;1
TRACT;06095252206;06;095;2522.06;1
TRACT;06095252305;06;095;2523.05;1
TRACT;06095252306;06;095;2523.06;1
TRACT;06095252310;06;095;2523.10;1
TRACT;06095252311;06;095;2523.11;1
TRACT;06095252312;06;095;2523.12;1
TRACT;06095252313;06;095;2523.13;1
TRACT;06095252314;06;095;2523.14;1
TRACT;06095252315;06;095;2523.15;1
TRACT;06095252316;06;095;2523.16;1
TRACT;06095252317;06;095;2523.17;1
TRACT;06095252401;06;095;2524.01;1
TRACT;06095252402;06;095;2524.02;1
TRACT;06095252501;06;095;2525.01;1
TRACT;06095252502;06;095;2525.02;1
TRACT;06095252604;06;095;2526.04;1
TRACT;06095252605;06;095;2526.05;1
TRACT;06095252606;06;095;2526.06;1
TRACT;06095252607;06;095;2526.07;1
TRACT;06095252608;06;095;2526.08;1
TRACT;06095252610;06;095;2526.10;1
TRACT;06095252611;06;095;2526.11;1
TRACT;06095252702;06;095;2527.02;1
TRACT;06095252703;06;095;2527.03;1
TRACT;06095252704;06;095;2527.04;1
TRACT;06095252705;06;095;2527.05;1
TRACT;06095252706;06;095;2527.06;1
TRACT;06095252707;06;095;2527.07;1
TRACT;06095252801;06;095;2528.01;1
TRACT;06095252802;06;095;2528.02;1
TRACT;06095252903;06;095;2529.03;1
TRACT;06095252904;06;095;2529.04;1
TRACT;06095252908;06;095;2529.08;1
TRACT;06095252909;06;095;2529.09;1
TRACT;06095252910;06;095;2529.10;1
TRACT;06095252911;06;095;2529.11;1
TRACT;06095252912;06;095;2529.12;1
TRACT;06095252913;06;095;2529.13;1
TRACT;06095252914;06;095;2529.14;1
TRACT;06095252915;06;095;2529.15;1
TRACT;06095253000;06;095;2530.00;1
TRACT;06095253101;06;095;2531.01;1
TRACT;06095253105;06;095;2531.05;1
TRACT;06095253106;06;095;2531.06;1
TRACT;06095253107;06;095;2531.07;1
TRACT;06095253108;06;095;2531.08;1
TRACT;06095253201;06;095;2532.01;1
TRACT;06095253203;06;095;2532.03;1
TRACT;06095253205;06;095;2532.05;1
TRACT;06095253206;06;095;2532.06;1
TRACT;06095253207;06;095;2532.07;1
TRACT;06095253208;06;095;2532.08;1
TRACT;06095253300;06;095;2533.00;1
TRACT;06095253402;06;095;2534.02;1
TRACT;06095253403;06;095;2534.03;1
TRACT;06095253404;06;095;2534.04;1
TRACT;06095253501;06;095;2535.01;1
TRACT;06095253502;06;095;2535.02;1
TRACT;06095980000;06;095;9800.00;1
