TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;06081600100;06;081;6001.00;1
TRACT;06081600200;06;081;6002.00;1
TRACT;06081600300;06;081;6003.00;1
TRACT;06081600401;06;081;6004.01;1
TRACT;06081600402;06;081;6004.02;1
TRACT;06081600501;06;081;6005.01;1
TRACT;06081600502;06;081;6005.02;1
TRACT;06081600600;06;081;6006.00;1
TRACT;06081600701;06;081;6007.01;1
TRACT;06081600702;06;081;6007.02;1
TRACT;06081600800;06;081;6008.00;1
TRACT;06081600900;06;081;6009.00;1
TRACT;06081601000;06;081;6010.00;1
TRACT;06081601100;06;081;6011.00;1
TRACT;06081601200;06;081;6012.00;1
TRACT;06081601301;06;081;6013.01;1
TRACT;06081601302;06;081;6013.02;1
TRACT;06081601400;06;081;6014.00;1
TRACT;06081601501;06;081;6015.01;1
TRACT;06081601502;06;081;6015.02;1
TRACT;06081601601;06;081;6016.01;1
TRACT;06081601603;06;081;6016.03;1
TRACT;06081601604;06;081;6016.04;1
TRACT;06081601605;06;081;6016.05;1
TRACT;06081601700;06;081;6017.00;1
TRACT;06081601800;06;081;6018.00;1
TRACT;06081601901;06;081;6019.01;1
TRACT;06081601902;06;081;6019.02;1
TRACT;06081602001;06;081;6020.01;1
TRACT;06081602002;06;081;6020.02;1
TRACT;06081602100;06;081;6021.00;1
TRACT;06081602201;06;081;6022.01;1
TRACT;06081602202;06;081;6022.02;1
TRACT;06081602300;06;081;6023.00;1
TRACT;06081602400;06;081;6024.00;1
TRACT;06081602500;06;081;6025.00;1
TRACT;06081602601;06;081;6026.01;1
TRACT;06081602602;06;081;6026.02;1
TRACT;06081602700;06;081;6027.00;1
TRACT;06081602800;06;081;6028.00;1
TRACT;06081602900;06;081;6029.00;1
TRACT;06081603000;06;081;6030.00;1
TRACT;06081603100;06;081;6031.00;1
TRACT;06081603200;06;081;6032.00;1
TRACT;06081603300;06;081;6033.00;1
TRACT;06081603400;06;081;6034.00;1
TRACT;06081603700;06;081;6037.00;1
TRACT;06081603801;06;081;6038.01;1
TRACT;06081603802;06;081;6038.02;1
TRACT;06081603900;06;081;6039.00;1
TRACT;06081604000;06;081;6040.00;1
TRACT;06081604102;06;081;6041.02;1
TRACT;06081604103;06;081;6041.03;1
TRACT;06081604104;06;081;6041.04;1
TRACT;06081604200;06;081;6042.00;1
TRACT;06081604400;06;081;6044.00;1
TRACT;06081604500;06;081;6045.00;1
TRACT;06081604600;06;081;6046.00;1
TRACT;06081604700;06;081;6047.00;1
TRACT;06081604800;06;081;6048.00;1
TRACT;06081604900;06;081;6049.00;1
TRACT;06081605000;06;081;6050.00;1
TRACT;06081605100;06;081;6051.00;1
TRACT;06081605200;06;081;6052.00;1
TRACT;06081605300;06;081;6053.00;1
TRACT;06081605400;06;081;6054.00;1
TRACT;06081605501;06;081;6055.01;1
TRACT;06081605502;06;081;6055.02;1
TRACT;06081605600;06;081;6056.00;1
TRACT;06081605700;06;081;6057.00;1
TRACT;06081605800;06;081;6058.00;1
TRACT;06081605901;06;081;6059.01;1
TRACT;06081605902;06;081;6059.02;1
TRACT;06081606000;06;081;6060.00;1
TRACT;06081606100;06;081;6061.00;1
TRACT;06081606201;06;081;6062.01;1
TRACT;06081606202;06;081;6062.02;1
TRACT;06081606300;06;081;6063.00;1
TRACT;06081606400;06;081;6064.00;1
TRACT;06081606500;06;081;6065.00;1
TRACT;06081606600;06;081;6066.00;1
TRACT;06081606700;06;081;6067.00;1
TRACT;06081606800;06;081;6068.00;1
TRACT;06081606900;06;081;6069.00;1
TRACT;06081607000;06;081;6070.00;1
TRACT;06081607100;06;081;6071.00;1
TRACT;06081607200;06;081;6072.00;1
TRACT;06081607300;06;081;6073.00;1
TRACT;06081607400;06;081;6074.00;1
TRACT;06081607500;06;081;6075.00;1
TRACT;06081607600;06;081;6076.00;1
TRACT;06081607701;06;081;6077.01;1
TRACT;06081607702;06;081;6077.02;1
TRACT;06081607800;06;081;6078.00;1
TRACT;06081607900;06;081;6079.00;1
TRACT;06081608001;06;081;6080.01;1
TRACT;06081608002;06;081;6080.02;1
TRACT;06081608013;06;081;6080.13;1
TRACT;06081608023;06;081;6080.23;1
TRACT;06081608024;06;081;6080.24;1
TRACT;06081608025;06;081;6080.25;1
TRACT;06081608100;06;081;6081.00;1
TRACT;06081608200;06;081;6082.00;1
TRACT;06081608300;06;081;6083.00;1
TRACT;06081608400;06;081;6084.00;1
TRACT;06081608501;06;081;6085.01;1
TRACT;06081608502;06;081;6085.02;1
TRACT;06081608600;06;081;6086.00;1
TRACT;06081608700;06;081;6087.00;1
TRACT;06081608800;06;081;6088.00;1
TRACT;06081608900;06;081;6089.00;1
TRACT;06081609000;06;081;6090.00;1
TRACT;06081609100;06;081;6091.00;1
TRACT;06081609201;06;081;6092.01;1
TRACT;06081609202;06;081;6092.02;1
TRACT;06081609300;06;081;6093.00;1
TRACT;06081609400;06;081;6094.00;1
TRACT;06081609500;06;081;6095.00;1
TRACT;06081609601;06;081;6096.01;1
TRACT;06081609602;06;081;6096.02;1
TRACT;06081609603;06;081;6096.03;1
TRACT;06081609700;06;081;6097.00;1
TRACT;06081609800;06;081;6098.00;1
TRACT;06081609900;06;081;6099.00;1
TRACT;06081610000;06;081;6100.00;1
TRACT;06081610100;06;081;6101.00;1
TRACT;06081610201;06;081;6102.01;1
TRACT;06081610202;06;081;6102.02;1
TRACT;06081610203;06;081;6102.03;1
TRACT;06081610302;06;081;6103.02;1
TRACT;06081610303;06;081;6103.03;1
TRACT;06081610304;06;081;6103.04;1
TRACT;06081610400;06;081;6104.00;1
TRACT;06081610500;06;081;6105.00;1
TRACT;06081610601;06;081;6106.01;1
TRACT;06081610602;06;081;6106.02;1
TRACT;06081610700;06;081;6107.00;1
TRACT;06081610800;06;081;6108.00;1
TRACT;06081610901;06;081;6109.01;1
TRACT;06081610902;06;081;6109.02;1
TRACT;06081611000;06;081;6110.00;1
TRACT;06081611100;06;081;6111.00;1
TRACT;06081611200;06;081;6112.00;1
TRACT;06081611300;06;081;6113.00;1
TRACT;06081611400;06;081;6114.00;1
TRACT;06081611500;06;081;6115.00;1
TRACT;06081611600;06;081;6116.00;1
TRACT;06081611700;06;081;6117.00;1
TRACT;06081611800;06;081;6118.00;1
TRACT;06081611901;06;081;6119.01;1
TRACT;06081611902;06;081;6119.02;1
TRACT;06081612001;06;081;6120.01;1
TRACT;06081612002;06;081;6120.02;1
TRACT;06081612101;06;081;6121.01;1
TRACT;06081612102;06;081;6121.02;1
TRACT;06081612500;06;081;6125.00;1
TRACT;06081612600;06;081;6126.00;1
TRACT;06081612700;06;081;6127.00;1
TRACT;06081612800;06;081;6128.00;1
TRACT;06081612900;06;081;6129.00;1
TRACT;06081613000;06;081;6130.00;1
TRACT;06081613200;06;081;6132.00;1,2
TRACT;06081613300;06;081;6133.00;1
TRACT;06081613400;06;081;6134.00;1,2
TRACT;06081613501;06;081;6135.01;1
TRACT;06081613502;06;081;6135.02;1
TRACT;06081613600;06;081;6136.00;1
TRACT;06081613701;06;081;6137.01;1
TRACT;06081613702;06;081;6137.02;1,2
TRACT;06081613800;06;081;6138.00;1,2
TRACT;06081613900;06;081;6139.00;1
TRACT;06081614000;06;081;6140.00;1
TRACT;06081984300;06;081;9843.00;1
TRACT;06081990100;06;081;9901.00;1,2
