TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;06007000102;06;007;1.02;1
TRACT;06007000103;06;007;1.03;1
TRACT;06007000104;06;007;1.04;1
TRACT;06007000201;06;007;2.01;1
TRACT;06007000202;06;007;2.02;1
TRACT;06007000300;06;007;3.00;1
TRACT;06007000401;06;007;4.01;1
TRACT;06007000403;06;007;4.03;1
TRACT;06007000404;06;007;4.04;1
TRACT;06007000501;06;007;5.01;1
TRACT;06007000502;06;007;5.02;1
TRACT;06007000601;06;007;6.01;1
TRACT;06007000603;06;007;6.03;1
TRACT;06007000604;06;007;6.04;1
TRACT;06007000700;06;007;7.00;1
TRACT;06007000800;06;007;8.00;1
TRACT;06007000901;06;007;9.01;1
TRACT;06007000903;06;007;9.03;1
TRACT;06007000904;06;007;9.04;1
TRACT;06007001000;06;007;10.00;1
TRACT;06007001100;06;007;11.00;1
TRACT;06007001200;06;007;12.00;1
TRACT;06007001300;06;007;13.00;1
TRACT;06007001400;06;007;14.00;1
TRACT;06007001500;06;007;15.00;1
TRACT;06007001601;06;007;16.01;1
TRACT;06007001602;06;007;16.02;1
TRACT;06007001702;06;007;17.02;1
TRACT;06007001703;06;007;17.03;1
TRACT;06007001704;06;007;17.04;1
TRACT;06007001800;06;007;18.00;1
TRACT;06007001900;06;007;19.00;1
TRACT;06007002000;06;007;20.00;1
TRACT;06007002100;06;007;21.00;1
TRACT;06007002200;06;007;22.00;1
TRACT;06007002300;06;007;23.00;1
TRACT;06007002401;06;007;24.01;1
TRACT;06007002402;06;007;24.02;1
TRACT;06007002500;06;007;25.00;1
TRACT;06007002601;06;007;26.01;1
TRACT;06007002602;06;007;26.02;1
TRACT;06007002700;06;007;27.00;1
TRACT;06007002800;06;007;28.00;1
TRACT;06007002900;06;007;29.00;1
TRACT;06007003001;06;007;30.01;1
TRACT;06007003002;06;007;30.02;1
TRACT;06007003100;06;007;31.00;1
TRACT;06007003200;06;007;32.00;1
TRACT;06007003300;06;007;33.00;1
TRACT;06007003400;06;007;34.00;1
TRACT;06007003501;06;007;35.01;1
TRACT;06007003502;06;007;35.02;1
TRACT;06007003600;06;007;36.00;1
TRACT;06007003700;06;007;37.00;1
