TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;06111000302;06;111;3.02;1
TRACT;06111000303;06;111;3.03;1
TRACT;06111000304;06;111;3.04;1
TRACT;06111000400;06;111;4.00;1
TRACT;06111000500;06;111;5.00;1
TRACT;06111000600;06;111;6.00;1
TRACT;06111000701;06;111;7.01;1
TRACT;06111000702;06;111;7.02;1
TRACT;06111000800;06;111;8.00;1
TRACT;06111000901;06;111;9.01;1
TRACT;06111000902;06;111;9.02;1
TRACT;06111000903;06;111;9.03;1
TRACT;06111001002;06;111;10.02;1
TRACT;06111001101;06;111;11.01;1
TRACT;06111001102;06;111;11.02;1
TRACT;06111001201;06;111;12.01;1
TRACT;06111001202;06;111;12.02;1
TRACT;06111001204;06;111;12.04;1
TRACT;06111001302;06;111;13.02;1
TRACT;06111001303;06;111;13.03;1
TRACT;06111001304;06;111;13.04;1
TRACT;06111001401;06;111;14.01;1
TRACT;06111001402;06;111;14.02;1
TRACT;06111001506;06;111;15.06;1
TRACT;06111001507;06;111;15.07;1
TRACT;06111001508;06;111;15.08;1
TRACT;06111001509;06;111;15.09;1
TRACT;06111001510;06;111;15.10;1
TRACT;06111001511;06;111;15.11;1
TRACT;06111001602;06;111;16.02;1
TRACT;06111001801;06;111;18.01;1
TRACT;06111001901;06;111;19.01;1
TRACT;06111002000;06;111;20.00;1
TRACT;06111002102;06;111;21.02;1
TRACT;06111002200;06;111;22.00;1
TRACT;06111002301;06;111;23.01;1
TRACT;06111002302;06;111;23.02;1
TRACT;06111002400;06;111;24.00;1
TRACT;06111002500;06;111;25.00;1
TRACT;06111002600;06;111;26.00;1
TRACT;06111002700;06;111;27.00;1
TRACT;06111002800;06;111;28.00;1
TRACT;06111002901;06;111;29.01;1
TRACT;06111002905;06;111;29.05;1
TRACT;06111003010;06;111;30.10;1
TRACT;06111003011;06;111;30.11;1
TRACT;06111003013;06;111;30.13;1
TRACT;06111003101;06;111;31.01;1
TRACT;06111003102;06;111;31.02;1
TRACT;06111003201;06;111;32.01;1
TRACT;06111003301;06;111;33.01;1
TRACT;06111003302;06;111;33.02;1
TRACT;06111003608;06;111;36.08;1
TRACT;06111003613;06;111;36.13;1
TRACT;06111003614;06;111;36.14;1
TRACT;06111003615;06;111;36.15;1
TRACT;06111003616;06;111;36.16;1
TRACT;06111003617;06;111;36.17;1
TRACT;06111003618;06;111;36.18;1,2
TRACT;06111003700;06;111;37.00;1
TRACT;06111003801;06;111;38.01;1
TRACT;06111003802;06;111;38.02;1
TRACT;06111003901;06;111;39.01;1
TRACT;06111003902;06;111;39.02;1
TRACT;06111004000;06;111;40.00;1
TRACT;06111004101;06;111;41.01;1
TRACT;06111004200;06;111;42.00;1
TRACT;06111004304;06;111;43.04;1
TRACT;06111004305;06;111;43.05;1
TRACT;06111004400;06;111;44.00;1
TRACT;06111004503;06;111;45.03;1
TRACT;06111004504;06;111;45.04;1
TRACT;06111004505;06;111;45.05;1
TRACT;06111004507;06;111;45.07;1
TRACT;06111004508;06;111;45.08;1
TRACT;06111004600;06;111;46.00;1
TRACT;06111004704;06;111;47.04;1
TRACT;06111004710;06;111;47.10;1
TRACT;06111004711;06;111;47.11;1
TRACT;06111004715;06;111;47.15;1
TRACT;06111004716;06;111;47.16;1
TRACT;06111004717;06;111;47.17;1
TRACT;06111004901;06;111;49.01;1
TRACT;06111004902;06;111;49.02;1
TRACT;06111005002;06;111;50.02;1
TRACT;06111005004;06;111;50.04;1
TRACT;06111005005;06;111;50.05;1
TRACT;06111005006;06;111;50.06;1
TRACT;06111005202;06;111;52.02;1
TRACT;06111005203;06;111;52.03;1
TRACT;06111005204;06;111;52.04;1
TRACT;06111005205;06;111;52.05;1
TRACT;06111005304;06;111;53.04;1
TRACT;06111005305;06;111;53.05;1
TRACT;06111005306;06;111;53.06;1
TRACT;06111005307;06;111;53.07;1
TRACT;06111005308;06;111;53.08;1
TRACT;06111005401;06;111;54.01;1
TRACT;06111005403;06;111;54.03;1
TRACT;06111005404;06;111;54.04;1
TRACT;06111005502;06;111;55.02;1
TRACT;06111005503;06;111;55.03;1
TRACT;06111005504;06;111;55.04;1
TRACT;06111005601;06;111;56.01;1
TRACT;06111005602;06;111;56.02;1
TRACT;06111005700;06;111;57.00;1
TRACT;06111005801;06;111;58.01;1
TRACT;06111005803;06;111;58.03;1
TRACT;06111005804;06;111;58.04;1
TRACT;06111005901;06;111;59.01;1
TRACT;06111005906;06;111;59.06;1
TRACT;06111005907;06;111;59.07;1
TRACT;06111005908;06;111;59.08;1
TRACT;06111005909;06;111;59.09;1
TRACT;06111005910;06;111;59.10;1
TRACT;06111005911;06;111;59.11;1
TRACT;06111006000;06;111;60.00;1
TRACT;06111006101;06;111;61.01;1
TRACT;06111006102;06;111;61.02;1
TRACT;06111006200;06;111;62.00;1
TRACT;06111006301;06;111;63.01;1
TRACT;06111006302;06;111;63.02;1
TRACT;06111006400;06;111;64.00;1
TRACT;06111006500;06;111;65.00;1
TRACT;06111006600;06;111;66.00;1
TRACT;06111006700;06;111;67.00;1
TRACT;06111006800;06;111;68.00;1
TRACT;06111006900;06;111;69.00;1
TRACT;06111007000;06;111;70.00;1
TRACT;06111007100;06;111;71.00;1
TRACT;06111007201;06;111;72.01;1
TRACT;06111007202;06;111;72.02;1
TRACT;06111007300;06;111;73.00;1
TRACT;06111007402;06;111;74.02;1
TRACT;06111007403;06;111;74.03;1
TRACT;06111007405;06;111;74.05;1
TRACT;06111007406;06;111;74.06;1
TRACT;06111007505;06;111;75.05;1
TRACT;06111007506;06;111;75.06;1
TRACT;06111007507;06;111;75.07;1
TRACT;06111007508;06;111;75.08;1
TRACT;06111007509;06;111;75.09;1
TRACT;06111007510;06;111;75.10;1
TRACT;06111007511;06;111;75.11;1
TRACT;06111007512;06;111;75.12;1
TRACT;06111007513;06;111;75.13;1
TRACT;06111007515;06;111;75.15;1
TRACT;06111007516;06;111;75.16;1
TRACT;06111007607;06;111;76.07;1
TRACT;06111007609;06;111;76.09;1
TRACT;06111007610;06;111;76.10;1
TRACT;06111007611;06;111;76.11;1
TRACT;06111007612;06;111;76.12;1
TRACT;06111007613;06;111;76.13;1
TRACT;06111007614;06;111;76.14;1
TRACT;06111007700;06;111;77.00;1
TRACT;06111007800;06;111;78.00;1
TRACT;06111007901;06;111;79.01;1
TRACT;06111007903;06;111;79.03;1
TRACT;06111007904;06;111;79.04;1
TRACT;06111008001;06;111;80.01;1
TRACT;06111008002;06;111;80.02;1
TRACT;06111008004;06;111;80.04;1
TRACT;06111008005;06;111;80.05;1
TRACT;06111008101;06;111;81.01;1
TRACT;06111008201;06;111;82.01;1
TRACT;06111008202;06;111;82.02;1
TRACT;06111008302;06;111;83.02;1
TRACT;06111008303;06;111;83.03;1
TRACT;06111008304;06;111;83.04;1
TRACT;06111008307;06;111;83.07;1
TRACT;06111008308;06;111;83.08;1
TRACT;06111008401;06;111;84.01;1
TRACT;06111008402;06;111;84.02;1
TRACT;06111008501;06;111;85.01;1
TRACT;06111008502;06;111;85.02;1
TRACT;06111008601;06;111;86.01;1
TRACT;06111008602;06;111;86.02;1
TRACT;06111008700;06;111;87.00;1
TRACT;06111008800;06;111;88.00;1
TRACT;06111008900;06;111;89.00;1
TRACT;06111009100;06;111;91.00;1
TRACT;06111009200;06;111;92.00;1
TRACT;06111009300;06;111;93.00;1
TRACT;06111009400;06;111;94.00;1
TRACT;06111009500;06;111;95.00;1
TRACT;06111009600;06;111;96.00;1
TRACT;06111009700;06;111;97.00;1
TRACT;06111980000;06;111;9800.00;2
TRACT;06111990100;06;111;9901.00;1,2
