TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;06099000101;06;099;1.01;1
TRACT;06099000102;06;099;1.02;1
TRACT;06099000201;06;099;2.01;1
TRACT;06099000202;06;099;2.02;1
TRACT;06099000204;06;099;2.04;1
TRACT;06099000205;06;099;2.05;1
TRACT;06099000301;06;099;3.01;1
TRACT;06099000302;06;099;3.02;1
TRACT;06099000303;06;099;3.03;1
TRACT;06099000304;06;099;3.04;1
TRACT;06099000403;06;099;4.03;1
TRACT;06099000404;06;099;4.04;1
TRACT;06099000405;06;099;4.05;1
TRACT;06099000406;06;099;4.06;1
TRACT;06099000407;06;099;4.07;1
TRACT;06099000501;06;099;5.01;1
TRACT;06099000503;06;099;5.03;1
TRACT;06099000505;06;099;5.05;1
TRACT;06099000506;06;099;5.06;1
TRACT;06099000511;06;099;5.11;1
TRACT;06099000512;06;099;5.12;1
TRACT;06099000513;06;099;5.13;1
TRACT;06099000514;06;099;5.14;1
TRACT;06099000601;06;099;6.01;1
TRACT;06099000602;06;099;6.02;1
TRACT;06099000801;06;099;8.01;1
TRACT;06099000803;06;099;8.03;1
TRACT;06099000805;06;099;8.05;1
TRACT;06099000806;06;099;8.06;1
TRACT;06099000807;06;099;8.07;1
TRACT;06099000905;06;099;9.05;1
TRACT;06099000906;06;099;9.06;1
TRACT;06099000907;06;099;9.07;1
TRACT;06099000908;06;099;9.08;1
TRACT;06099000909;06;099;9.09;1
TRACT;06099000910;06;099;9.10;1
TRACT;06099000911;06;099;9.11;1
TRACT;06099000913;06;099;9.13;1
TRACT;06099000914;06;099;9.14;1
TRACT;06099000915;06;099;9.15;1
TRACT;06099001001;06;099;10.01;1
TRACT;06099001002;06;099;10.02;1
TRACT;06099001100;06;099;11.00;1
TRACT;06099001200;06;099;12.00;1
TRACT;06099001300;06;099;13.00;1
TRACT;06099001400;06;099;14.00;1
TRACT;06099001500;06;099;15.00;1
TRACT;06099001601;06;099;16.01;1
TRACT;06099001603;06;099;16.03;1
TRACT;06099001604;06;099;16.04;1
TRACT;06099001700;06;099;17.00;1
TRACT;06099001800;06;099;18.00;1
TRACT;06099001900;06;099;19.00;1
TRACT;06099002002;06;099;20.02;1
TRACT;06099002004;06;099;20.04;1
TRACT;06099002005;06;099;20.05;1
TRACT;06099002006;06;099;20.06;1
TRACT;06099002100;06;099;21.00;1
TRACT;06099002200;06;099;22.00;1
TRACT;06099002302;06;099;23.02;1
TRACT;06099002303;06;099;23.03;1
TRACT;06099002304;06;099;23.04;1
TRACT;06099002401;06;099;24.01;1
TRACT;06099002402;06;099;24.02;1
TRACT;06099002503;06;099;25.03;1
TRACT;06099002504;06;099;25.04;1
TRACT;06099002505;06;099;25.05;1
TRACT;06099002506;06;099;25.06;1
TRACT;06099002602;06;099;26.02;1
TRACT;06099002603;06;099;26.03;1
TRACT;06099002604;06;099;26.04;1
TRACT;06099002605;06;099;26.05;1
TRACT;06099002701;06;099;27.01;1
TRACT;06099002702;06;099;27.02;1
TRACT;06099002801;06;099;28.01;1
TRACT;06099002802;06;099;28.02;1
TRACT;06099002803;06;099;28.03;1
TRACT;06099002901;06;099;29.01;1
TRACT;06099002903;06;099;29.03;1
TRACT;06099002904;06;099;29.04;1
TRACT;06099003002;06;099;30.02;1
TRACT;06099003003;06;099;30.03;1
TRACT;06099003004;06;099;30.04;1
TRACT;06099003100;06;099;31.00;1
TRACT;06099003201;06;099;32.01;1
TRACT;06099003203;06;099;32.03;1
TRACT;06099003204;06;099;32.04;1
TRACT;06099003205;06;099;32.05;1
TRACT;06099003206;06;099;32.06;1
TRACT;06099003300;06;099;33.00;1
TRACT;06099003400;06;099;34.00;1
TRACT;06099003501;06;099;35.01;1
TRACT;06099003502;06;099;35.02;1
TRACT;06099003603;06;099;36.03;1
TRACT;06099003607;06;099;36.07;1
TRACT;06099003608;06;099;36.08;1
TRACT;06099003609;06;099;36.09;1
TRACT;06099003610;06;099;36.10;1
TRACT;06099003611;06;099;36.11;1
TRACT;06099003612;06;099;36.12;1
TRACT;06099003700;06;099;37.00;1
TRACT;06099003802;06;099;38.02;1
TRACT;06099003803;06;099;38.03;1
TRACT;06099003804;06;099;38.04;1
TRACT;06099003805;06;099;38.05;1
TRACT;06099003904;06;099;39.04;1
TRACT;06099003905;06;099;39.05;1
TRACT;06099003906;06;099;39.06;1
TRACT;06099003907;06;099;39.07;1
TRACT;06099003908;06;099;39.08;1
TRACT;06099003909;06;099;39.09;1
TRACT;06099004000;06;099;40.00;1
