"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",,"Distance to Parks"
"06","California","06017030804","El Dorado County, CA - 06017030804","2020","21.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017030807","El Dorado County, CA - 06017030807","2020","69.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017030808","El Dorado County, CA - 06017030808","2020","85.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017030809","El Dorado County, CA - 06017030809","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017030810","El Dorado County, CA - 06017030810","2020","94.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017030811","El Dorado County, CA - 06017030811","2020","66.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017030812","El Dorado County, CA - 06017030812","2020","51.7%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017030901","El Dorado County, CA - 06017030901","2020","57.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017030902","El Dorado County, CA - 06017030902","2020","30.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031000","El Dorado County, CA - 06017031000","2020","46.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031100","El Dorado County, CA - 06017031100","2020","70.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031200","El Dorado County, CA - 06017031200","2020","48.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031301","El Dorado County, CA - 06017031301","2020","52.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031302","El Dorado County, CA - 06017031302","2020","91.7%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031404","El Dorado County, CA - 06017031404","2020","22.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031405","El Dorado County, CA - 06017031405","2020","65.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031406","El Dorado County, CA - 06017031406","2020","76.7%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031407","El Dorado County, CA - 06017031407","2020","53.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031408","El Dorado County, CA - 06017031408","2020","52.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031409","El Dorado County, CA - 06017031409","2020","82.7%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031503","El Dorado County, CA - 06017031503","2020","28.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031504","El Dorado County, CA - 06017031504","2020","53.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031505","El Dorado County, CA - 06017031505","2020","30.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031506","El Dorado County, CA - 06017031506","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031601","El Dorado County, CA - 06017031601","2020","99.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031602","El Dorado County, CA - 06017031602","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031700","El Dorado County, CA - 06017031700","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031800","El Dorado County, CA - 06017031800","2020","83.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017031900","El Dorado County, CA - 06017031900","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017032001","El Dorado County, CA - 06017032001","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017032002","El Dorado County, CA - 06017032002","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06017990000","El Dorado County, CA - 06017990000","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019000100","Fresno County, CA - 06019000100","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019000200","Fresno County, CA - 06019000200","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019000300","Fresno County, CA - 06019000300","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019000400","Fresno County, CA - 06019000400","2020","45.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019000501","Fresno County, CA - 06019000501","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019000502","Fresno County, CA - 06019000502","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019000601","Fresno County, CA - 06019000601","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019000602","Fresno County, CA - 06019000602","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019000701","Fresno County, CA - 06019000701","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019000702","Fresno County, CA - 06019000702","2020","56.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019000901","Fresno County, CA - 06019000901","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019000902","Fresno County, CA - 06019000902","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001000","Fresno County, CA - 06019001000","2020","67.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001100","Fresno County, CA - 06019001100","2020","29.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001201","Fresno County, CA - 06019001201","2020","39.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001202","Fresno County, CA - 06019001202","2020","43.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001301","Fresno County, CA - 06019001301","2020","99.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001303","Fresno County, CA - 06019001303","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001304","Fresno County, CA - 06019001304","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001407","Fresno County, CA - 06019001407","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001408","Fresno County, CA - 06019001408","2020","99.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001409","Fresno County, CA - 06019001409","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001411","Fresno County, CA - 06019001411","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001412","Fresno County, CA - 06019001412","2020","46.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001413","Fresno County, CA - 06019001413","2020","57.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001415","Fresno County, CA - 06019001415","2020","68.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001416","Fresno County, CA - 06019001416","2020","87.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001417","Fresno County, CA - 06019001417","2020","86.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001418","Fresno County, CA - 06019001418","2020","59.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001500","Fresno County, CA - 06019001500","2020","5.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001600","Fresno County, CA - 06019001600","2020","4.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001700","Fresno County, CA - 06019001700","2020","6.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019001800","Fresno County, CA - 06019001800","2020","14.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002000","Fresno County, CA - 06019002000","2020","81.7%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002100","Fresno County, CA - 06019002100","2020","98.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002200","Fresno County, CA - 06019002200","2020","84.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002300","Fresno County, CA - 06019002300","2020","92.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002400","Fresno County, CA - 06019002400","2020","84.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002501","Fresno County, CA - 06019002501","2020","89.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002502","Fresno County, CA - 06019002502","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002601","Fresno County, CA - 06019002601","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002602","Fresno County, CA - 06019002602","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002701","Fresno County, CA - 06019002701","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002702","Fresno County, CA - 06019002702","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002800","Fresno County, CA - 06019002800","2020","91.7%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002903","Fresno County, CA - 06019002903","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002904","Fresno County, CA - 06019002904","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002905","Fresno County, CA - 06019002905","2020","93.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019002906","Fresno County, CA - 06019002906","2020","83.7%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003001","Fresno County, CA - 06019003001","2020","26.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003003","Fresno County, CA - 06019003003","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003004","Fresno County, CA - 06019003004","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003102","Fresno County, CA - 06019003102","2020","85.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003103","Fresno County, CA - 06019003103","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003104","Fresno County, CA - 06019003104","2020","82.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003201","Fresno County, CA - 06019003201","2020","97.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003202","Fresno County, CA - 06019003202","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003301","Fresno County, CA - 06019003301","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003302","Fresno County, CA - 06019003302","2020","99.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003401","Fresno County, CA - 06019003401","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003402","Fresno County, CA - 06019003402","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003500","Fresno County, CA - 06019003500","2020","95.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003600","Fresno County, CA - 06019003600","2020","66.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003701","Fresno County, CA - 06019003701","2020","71.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003702","Fresno County, CA - 06019003702","2020","2.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003804","Fresno County, CA - 06019003804","2020","84.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003805","Fresno County, CA - 06019003805","2020","61.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003807","Fresno County, CA - 06019003807","2020","39.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003808","Fresno County, CA - 06019003808","2020","51.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003809","Fresno County, CA - 06019003809","2020","78.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003810","Fresno County, CA - 06019003810","2020","97.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003811","Fresno County, CA - 06019003811","2020","70.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003812","Fresno County, CA - 06019003812","2020","21.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019003900","Fresno County, CA - 06019003900","2020","5.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004003","Fresno County, CA - 06019004003","2020","36.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004004","Fresno County, CA - 06019004004","2020","22.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004005","Fresno County, CA - 06019004005","2020","38.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004006","Fresno County, CA - 06019004006","2020","13.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004100","Fresno County, CA - 06019004100","2020","1.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004205","Fresno County, CA - 06019004205","2020","73.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004208","Fresno County, CA - 06019004208","2020","91.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004210","Fresno County, CA - 06019004210","2020","85.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004211","Fresno County, CA - 06019004211","2020","95.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004212","Fresno County, CA - 06019004212","2020","99.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004213","Fresno County, CA - 06019004213","2020","99.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004214","Fresno County, CA - 06019004214","2020","99.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004215","Fresno County, CA - 06019004215","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004216","Fresno County, CA - 06019004216","2020","98.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004217","Fresno County, CA - 06019004217","2020","98.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004218","Fresno County, CA - 06019004218","2020","61.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004301","Fresno County, CA - 06019004301","2020","94.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004302","Fresno County, CA - 06019004302","2020","77.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004303","Fresno County, CA - 06019004303","2020","79.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004404","Fresno County, CA - 06019004404","2020","96.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004405","Fresno County, CA - 06019004405","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004406","Fresno County, CA - 06019004406","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004409","Fresno County, CA - 06019004409","2020","99.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004410","Fresno County, CA - 06019004410","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004411","Fresno County, CA - 06019004411","2020","99.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004503","Fresno County, CA - 06019004503","2020","86.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004504","Fresno County, CA - 06019004504","2020","82.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004505","Fresno County, CA - 06019004505","2020","95.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004506","Fresno County, CA - 06019004506","2020","93.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004601","Fresno County, CA - 06019004601","2020","38.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004602","Fresno County, CA - 06019004602","2020","79.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004703","Fresno County, CA - 06019004703","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004704","Fresno County, CA - 06019004704","2020","31.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004705","Fresno County, CA - 06019004705","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004706","Fresno County, CA - 06019004706","2020","83.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004801","Fresno County, CA - 06019004801","2020","53.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004802","Fresno County, CA - 06019004802","2020","93.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004901","Fresno County, CA - 06019004901","2020","46.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019004902","Fresno County, CA - 06019004902","2020","44.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005000","Fresno County, CA - 06019005000","2020","45.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005100","Fresno County, CA - 06019005100","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005202","Fresno County, CA - 06019005202","2020","96.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005203","Fresno County, CA - 06019005203","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005204","Fresno County, CA - 06019005204","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005301","Fresno County, CA - 06019005301","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005302","Fresno County, CA - 06019005302","2020","92.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005304","Fresno County, CA - 06019005304","2020","88.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005305","Fresno County, CA - 06019005305","2020","99.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005403","Fresno County, CA - 06019005403","2020","94.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005405","Fresno County, CA - 06019005405","2020","91.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005406","Fresno County, CA - 06019005406","2020","90.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005407","Fresno County, CA - 06019005407","2020","54.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005408","Fresno County, CA - 06019005408","2020","67.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005409","Fresno County, CA - 06019005409","2020","89.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005410","Fresno County, CA - 06019005410","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005503","Fresno County, CA - 06019005503","2020","58.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005504","Fresno County, CA - 06019005504","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005505","Fresno County, CA - 06019005505","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005507","Fresno County, CA - 06019005507","2020","99.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005508","Fresno County, CA - 06019005508","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005509","Fresno County, CA - 06019005509","2020","92.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005512","Fresno County, CA - 06019005512","2020","80.7%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005513","Fresno County, CA - 06019005513","2020","99.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005514","Fresno County, CA - 06019005514","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005515","Fresno County, CA - 06019005515","2020","30.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005516","Fresno County, CA - 06019005516","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005518","Fresno County, CA - 06019005518","2020","87.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005520","Fresno County, CA - 06019005520","2020","82.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005522","Fresno County, CA - 06019005522","2020","83.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005524","Fresno County, CA - 06019005524","2020","99.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005525","Fresno County, CA - 06019005525","2020","42.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005526","Fresno County, CA - 06019005526","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005527","Fresno County, CA - 06019005527","2020","89.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005528","Fresno County, CA - 06019005528","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005529","Fresno County, CA - 06019005529","2020","94.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005602","Fresno County, CA - 06019005602","2020","99.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005605","Fresno County, CA - 06019005605","2020","48.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005606","Fresno County, CA - 06019005606","2020","99.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005607","Fresno County, CA - 06019005607","2020","96.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005608","Fresno County, CA - 06019005608","2020","84.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005701","Fresno County, CA - 06019005701","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005702","Fresno County, CA - 06019005702","2020","88.7%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005703","Fresno County, CA - 06019005703","2020","98.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005704","Fresno County, CA - 06019005704","2020","99.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005801","Fresno County, CA - 06019005801","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005802","Fresno County, CA - 06019005802","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005804","Fresno County, CA - 06019005804","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005805","Fresno County, CA - 06019005805","2020","65.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005904","Fresno County, CA - 06019005904","2020","6.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005906","Fresno County, CA - 06019005906","2020","9.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005907","Fresno County, CA - 06019005907","2020","96.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005911","Fresno County, CA - 06019005911","2020","80.7%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005912","Fresno County, CA - 06019005912","2020","13.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005913","Fresno County, CA - 06019005913","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005914","Fresno County, CA - 06019005914","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005915","Fresno County, CA - 06019005915","2020","1.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019005916","Fresno County, CA - 06019005916","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006001","Fresno County, CA - 06019006001","2020","26.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006002","Fresno County, CA - 06019006002","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006101","Fresno County, CA - 06019006101","2020","41.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006102","Fresno County, CA - 06019006102","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006201","Fresno County, CA - 06019006201","2020","26.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006202","Fresno County, CA - 06019006202","2020","32.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006301","Fresno County, CA - 06019006301","2020","10.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006302","Fresno County, CA - 06019006302","2020","3.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006405","Fresno County, CA - 06019006405","2020","42.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006406","Fresno County, CA - 06019006406","2020","41.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006407","Fresno County, CA - 06019006407","2020","36.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006408","Fresno County, CA - 06019006408","2020","99.7%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006409","Fresno County, CA - 06019006409","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006410","Fresno County, CA - 06019006410","2020","4.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006411","Fresno County, CA - 06019006411","2020","82.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006501","Fresno County, CA - 06019006501","2020","7.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006502","Fresno County, CA - 06019006502","2020","11.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006602","Fresno County, CA - 06019006602","2020","97.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006603","Fresno County, CA - 06019006603","2020","73.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006605","Fresno County, CA - 06019006605","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006606","Fresno County, CA - 06019006606","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006700","Fresno County, CA - 06019006700","2020","85.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006802","Fresno County, CA - 06019006802","2020","7.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019006900","Fresno County, CA - 06019006900","2020","1.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007002","Fresno County, CA - 06019007002","2020","97.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007003","Fresno County, CA - 06019007003","2020","18.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007004","Fresno County, CA - 06019007004","2020","8.9%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007101","Fresno County, CA - 06019007101","2020","38.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007102","Fresno County, CA - 06019007102","2020","54.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007202","Fresno County, CA - 06019007202","2020","73.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007203","Fresno County, CA - 06019007203","2020","72.3%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007204","Fresno County, CA - 06019007204","2020","10.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007300","Fresno County, CA - 06019007300","2020","0.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007400","Fresno County, CA - 06019007400","2020","3.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007500","Fresno County, CA - 06019007500","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007600","Fresno County, CA - 06019007600","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007700","Fresno County, CA - 06019007700","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007801","Fresno County, CA - 06019007801","2020","16.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007802","Fresno County, CA - 06019007802","2020","0.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019007903","Fresno County, CA - 06019007903","2020","47.1%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008000","Fresno County, CA - 06019008000","2020","25.6%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008100","Fresno County, CA - 06019008100","2020","67.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008200","Fresno County, CA - 06019008200","2020","10.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008301","Fresno County, CA - 06019008301","2020","27.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008303","Fresno County, CA - 06019008303","2020","12.2%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008304","Fresno County, CA - 06019008304","2020","36.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008402","Fresno County, CA - 06019008402","2020","2.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008403","Fresno County, CA - 06019008403","2020","24.0%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008404","Fresno County, CA - 06019008404","2020","95.5%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008405","Fresno County, CA - 06019008405","2020","1.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008501","Fresno County, CA - 06019008501","2020","3.8%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008503","Fresno County, CA - 06019008503","2020","95.7%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008504","Fresno County, CA - 06019008504","2020","37.4%","",,"Distance to Parks: 1/2 Mile"
"06","California","06019008600","Fresno County, CA - 06019008600","2020","19.6%","",,"Distance to Parks: 1/2 Mile"
